	show_name	D614G_IC50	SARS_IC50	Omicron_IC50	R346K_IC50	BA2_IC50	BA2_12_1_IC50	BA2_13_IC50	BA3_IC50	BA4_IC50	pangolin_GD_IC50	RaTG13_IC50	D614G_L452M_IC50	D614G_L452R_IC50	D614G_L452Q_IC50	SARS_ELISA	Omicron_ELISA	SARS_ELISA_300ng	RaTG13_300ng	pangolin_GD_300ng	pangolin_GX_300ng	PC4_127_300ng	sin852_300ng	WIV1_300ng	LYRa11_300ng	RS7327_300ng	GZ_C_300ng	Urbani_300ng	RS4231_300ng	RS4247_300ng	BM48_31_300ng	BtKY72_300ng	SHAANXI2011_300ng	YN2013_300ng	RP3_300ng	ZC45_300ng	Anlong112_300ng	SC2018_300ng	ZXC21_300ng	ELISA_3ug_compete	ELISA_150ng_compete	ELISA_compete_level
OC220302-SN0454	OC220302-SN0454	0.00357233	Inf*	0.010294	0.0223994	0.000990448	0.001641674	0.00103353	0.011743	2.28903	--	--	0.00504466	Inf	0.0103113	0	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0.1432	3.7646	0.96196143
OC220302-SN0455	OC220302-SN0455	0.0164966	Inf*	0.156585	2.39127	0.0871804	0.203182	0.0882597	0.134912	3.7997	--	--	--	--	--	0	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	3.5873	4.07	0.118599509
OC220302-SN0456	OC220302-SN0456	0.00374679	Inf*	0.041023	0.0372672	0.0116336	Inf	0.1782918	0.01397212	Inf	--	--	0.00108259	Inf	Inf	0	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0.1355	4.0144	0.966246513
OC220302-SN0457	OC220302-SN0457	0.0121895	Inf*	0.0936314	0.0812912	0.0889922	0.1156232	0.0911734	0.110196	Inf	--	--	--	--	--	0	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0.4894	3.972	0.876787513
OC220302-SN0458	OC220302-SN0458	0.0005348	Inf*	0.545863	0.532931	0.00474259	0.00524613	0.00708239	0.24044	0.00462873	--	--	--	--	--	0	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0.3252	3.7238	0.912669853
OC220302-SN0460	OC220302-SN0460	0.00321392	Inf*	0.018649	0.018357	0.0138834	0.01120503	0.0140146	0.0181994	1.82241	--	--	--	--	--	0	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0.6418	3.9364	0.836957626
OC220302-SN0461	OC220302-SN0461	1.60127	Inf*	8.67855	8.71948	8.60019	7.72602	8.594689	5.505556	Inf	--	--	--	--	--	0	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	3.0373	4.1366	0.265749649
OC220302-SN0464	OC220302-SN0464	0.00159698	Inf*	0.76263	0.654666	0.00398578	0.745318	0.003771324	0.0294754	Inf	--	--	--	--	--	0	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0.2024	4.1712	0.951476793
OC220302-SN0467	OC220302-SN0467	0.00279843	Inf*	0.0492	0.0506322	0.00261646	0.00327354	0.00352774	0.001832194	Inf	--	--	0.00507154	Inf	0.00620884	0	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0.4	3.9379	0.898423017
OC220302-SN0468	OC220302-SN0468	0.027101	Inf*	0.100542	0.0991536	0.0202522	0.0231561	0.0234807	0.1051672	Inf	--	--	--	--	--	0	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0.6892	4.0692	0.830630099
OC220302-SN0469	OC220302-SN0469	0.205237	1.44139	3.98019	5.95392	7.1294	Inf	Inf	7.73856	8.28494	--	--	--	--	--	3	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0.3747	3.7271	0.899466073
OC220302-SN0470	OC220302-SN0470	0.0050868	Inf	0.00447312	0.00794494	0.00478992	0.00573996	0.00564432	0.00390055	3.35468	--	--	--	--	--	1	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	1.1774	4.0898	0.712113062
OC220302-SN0471	OC220302-SN0471	0.00175247	Inf	0.000550601	0.00163335	0.00182432	0.000964418	0.00095616	0.00105731	0.112035	--	--	--	--	--	1	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0.1688	3.7869	0.955425282
OC220302-SN0472	OC220302-SN0472	0.00712202	Inf*	0.0750187	0.103914	0.0648654	0.0900632	0.0859391	0.0682	Inf	--	--	--	--	--	0	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0.4092	3.348	0.877777778
OC220302-SN0474	OC220302-SN0474	0.00764601	Inf*	0.0255643	0.0277122	0.032526	0.01997568	0.0287074	0.0224818	Inf	--	--	--	--	--	0	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0.3869	3.9711	0.902571076
OC220302-SN0475	OC220302-SN0475	1.36232	Inf*	6.349	5.15308	8.15383	Inf	Inf	7.0732	Inf	--	--	--	--	--	0	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	3.4907	4.112	0.151094358
OC220302-SN0476	OC220302-SN0476	0.0383376	Inf*	0.33423	0.204459	0.155157	0.159517	0.1742255	0.309398	4.56438	--	--	--	--	--	0	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	2.6713	3.9321	0.320642913
OC220302-SN0477	OC220302-SN0477	0.919747	Inf*	4.93543	4.82959	7.61218	4.9283	5.921	5.30814	Inf	--	--	--	--	--	1	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	2.1625	3.6496	0.407469312
OC220302-SN0480	OC220302-SN0480	0.0185456	Inf*	0.0954582	0.0683951	0.0718771	0.10283	0.119283	0.0848214	Inf	--	--	0.0303914	Inf	4.91266	0	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	2.6376	3.8868	0.321395492
OC220302-SN0482	OC220302-SN0482	0.00381819	Inf*	0.00638736	0.00532249	0.00337778	0.00429692	0.00320296	0.00636059	4.5696	--	--	0.00996543	0.0477357	0.0092934	0	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0.0882	1.5345	0.942521994
OC220302-SN0483	OC220302-SN0483	0.00276756	Inf	0.00105195	0.000908044	0.000836732	0.0008124	0.00160935	0.000819612	Inf	--	--	--	--	--	1	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0.2424	3.8789	0.937508056
OC220302-SN0484	OC220302-SN0484	0.200815	Inf*	1.9276	Inf	1.762931	6.66286	1.999036	2.549673	4.60116	--	--	--	--	--	0	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	3.8456	3.9698	0.031286211
OC220302-SN0485	OC220302-SN0485	0.334002	0.154199	6.09697	7.52684	8.30398	Inf	8.62416	6.06208	7.98066	--	--	--	--	--	3	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0.2031	3.4844	0.941711629
OC220302-SN0486	OC220302-SN0486	0.0262372	Inf*	0.17623	0.219651	0.203511	Inf	3.46157	0.122179	Inf	--	--	0.0513202	Inf	0.636396	1	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	2.2129	4.0161	0.448992804
OC220302-SN0487	OC220302-SN0487	0.0704737	Inf*	0.00808198	0.00898873	0.00625942	0.1134508	0.00855513	0.00626005	2.2257	--	--	0.010903	0.879	0.467883	0	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	2.4924	3.7661	0.338201322
OC220302-SN0488	OC220302-SN0488	0.00821806	Inf*	0.0119718	0.807634	0.00988616	0.0895876	0.0116555	0.01965118	1.34516	--	--	0.0152225	0.0170214	0.0184588	0	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0.7901	3.6046	0.780807857
OC220302-SN0489	OC220302-SN0489	0.00368406	Inf*	0.00944031	0.00916526	0.007213	0.0278936	0.014037	0.0315951	Inf	--	--	--	--	--	0	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0.5424	3.8923	0.860647946
OC220302-SN0490	OC220302-SN0490	0.00185305	Inf	0.0097494	0.00950614	0.00130003	0.00324716	0.00230277	0.00838375	0.00196841	--	--	--	--	--	1	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0.554	3.3883	0.836496178
OC220302-SN0491	OC220302-SN0491	0.171051	Inf*	4.05796	5.86122	0.119559	Inf	0.514954	0.705556	Inf	--	--	--	--	--	1	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	1.1437	3.7797	0.697409847
OC220302-SN0492	OC220302-SN0492	1.81556	0.21007	4.59644	5.25345	Inf	Inf	Inf	Inf	Inf	--	--	--	--	--	3	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0.277	4.0657	0.931869051
OC220302-SN0493	OC220302-SN0493	0.0041721	Inf*	0.0380189	0.0678056	0.0527206	0.0856318	0.0531568	0.044694	Inf	--	--	0.00453444	0.0384754	0.00799821	0	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0.2027	3.737	0.94575863
OC220302-SN0494	OC220302-SN0494	Inf	1.30489	Inf	Inf*	Inf*	Inf*	Inf*	Inf*	Inf*	--	--	--	--	--	3	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	2.2599	3.8896	0.418989099
OC220302-SN0499	OC220302-SN0499	0.00161781	Inf*	0.0401043	0.0319	0.0190916	0.0374258	0.0274688	0.0344381	7.60988	--	--	--	--	--	0	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0.1553	3.622	0.957123136
OC220302-SN0500	OC220302-SN0500	0.0478946	Inf*	0.0766582	0.0583018	0.0612415	0.138669	0.104018	0.0508178	0.141521	--	--	--	--	--	0	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0.9373	3.6234	0.741320307
OC220302-SN0501	OC220302-SN0501	3.60901	5.42683	3.54611	2.9297	2.78248	2.42972	2.99971	3.86889	2.85376	--	--	--	--	--	3	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	3.6481	4.0251	0.093662269
OC220302-SN0502	OC220302-SN0502	0.284591	Inf*	1.29794	Inf	1.605123	1.21735	1.627447	1.39349	5.56973	--	--	--	--	--	0	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	2.8931	3.9793	0.272962581
OC220302-SN0503	OC220302-SN0503	Inf	0.498511	Inf	Inf*	Inf*	Inf*	Inf*	Inf*	Inf*	--	--	--	--	--	3	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	1.5449	3.7955	0.592965354
OC220302-SN0504	OC220302-SN0504	0.137976	Inf*	0.160573	0.1849474	0.19734	0.620432	0.231959	0.221638	Inf	--	--	--	--	--	0	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	3.3655	4.046	0.168190806
OC220302-SN0505	OC220302-SN0505	0.0169901	Inf*	0.01797659	0.0228945	0.000934758	0.001340898	0.00168054	0.00335878	0.0035479	--	--	0.00571466	0.0134313	0.00788311	0	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	2.9706	3.5618	0.165983491
OC220302-SN0506	OC220302-SN0506	0.00115453	Inf*	0.000832	0.000534713	0.000481947	0.000845384	0.00075208	0.0003029	0.0503797	--	--	--	--	--	0	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0.2213	3.9672	0.944217584
OC220302-SN0508	OC220302-SN0508	0.00484613	Inf*	0.000822	0.0009051	0.001573456	0.00167205	0.000789743	0.00080064	8.66674	--	--	--	--	--	0	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0.5137	3.8139	0.865308477
OC220302-SN0509	OC220302-SN0509	0.00090636	Inf*	0.000970783	0.000632	0.0009686	0.00102328	0.00137568	0.000985825	0.000878382	--	--	--	--	--	0	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0.4283	3.8384	0.888417049
OC220302-SN0510	OC220302-SN0510	0.00136995	Inf*	0.00123153	0.0005	0.000514992	0.001705186	0.00123774	0.001004156	0.227966	--	--	--	--	--	0	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0.2822	4.0242	0.929874261
OC220302-SN0511	OC220302-SN0511	1.55415	0.616764	1.46418	1.98125	1.7562	2.09025	2.55165	2.06297	3.49862	--	--	--	--	--	3	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	3.139	3.9474	0.204793028
OC220302-SN0514	OC220302-SN0514	0.145514	Inf*	1.80998	1.437145	1.27097	1.50229	1.156463	1.0800592	1.92741	--	--	--	--	--	0	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	1.1044	3.9189	0.718186226
OC220302-SN0516	OC220302-SN0516	0.0262906	Inf*	0.0110419	0.01205957	0.0276754	9.18072	0.718818	0.0401306	8.48237	--	--	0.0833477	1.61494	10.7221	0	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	2.5818	3.6787	0.298175986
OC220302-SN0517	OC220302-SN0517	0.00706281	Inf*	0.00208604	0.00104	0.00144	0.004701	0.00381362	0.004902907	0.572464	--	--	--	--	--	0	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0.4345	3.3764	0.871312641
OC220302-SN0518	OC220302-SN0518	0.00505715	Inf*	0.0147813	0.0134324	0.007432	Inf	1.08167	0.0198037	Inf	--	--	0.10816	3.96307	Inf	0	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	2.3208	3.5506	0.346363995
OC220302-SN0519	OC220302-SN0519	0.00917238	Inf*	0.0476456	0.03312	0.0379359	0.0474786	0.0399703	0.0330613	Inf	--	--	--	--	--	0	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0.2028	3.5321	0.942583732
OC220302-SN0520	OC220302-SN0520	0.0342234	Inf*	0.0345404	0.0415233	0.0740792	0.0795027	0.0831644	0.100919	0.0705557	--	--	0.0258123	0.030294	0.0382369	0	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	3.7878	3.8612	0.019009634
OC220302-SN0522	OC220302-SN0522	1.0103	0.751748	6.32415	5.91689	5.77085	5.15732	5.17945	5.34016	5.05991	--	--	--	--	--	3	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	3.4163	3.8807	0.119669132
OC220302-SN0523	OC220302-SN0523	1.697	Inf	8.63803	6.37025	7.75352	4.54649	5.29619	5.52626	6.84984	--	--	--	--	--	3	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	2.4274	3.5591	0.317973645
OC220302-SN0524	OC220302-SN0524	0.00054418	Inf*	0.00240218	0.00170118	0.0005	0.00119966	0.000793083	0.000864	0.000509	--	--	--	--	--	0	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0.487	3.9178	0.875695543
OC220302-SN0526	OC220302-SN0526	2.45668	13.214	12.7557	8.371	8.51431	10.00814	9.37993	Inf	8.18085	--	--	--	--	--	3	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	3.5708	3.7103	0.037598038
OC220302-SN0527	OC220302-SN0527	1.45597	0.49472	1.68523	1.24435	1.73348	1.55937	1.54486	2.82144	1.51651	--	--	--	--	--	3	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0.2044	3.7756	0.945862909
OC220302-SN0528	OC220302-SN0528	0.0610648	Inf*	0.110424	0.114254	0.058116	Inf	1.35728	0.12914	Inf	--	--	0.0221972	Inf	0.569816	0	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	3.0684	3.7156	0.174184519
OC220302-SN0529	OC220302-SN0529	9.93673	Inf	42.7627	Inf*	Inf*	Inf	Inf	Inf	Inf	--	--	--	--	--	3	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	2.6966	4.0295	0.330785457
OC220302-SN0530	OC220302-SN0530	0.983315	Inf	3.62983	2.90063	3.65961	4.82534	3.51897	4.51548	3.5123	--	--	--	--	--	3	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	2.8444	4.0571	0.298908087
OC220302-SN0531	OC220302-SN0531	0.0156228	Inf*	10.3784	11.42087	10.4055	Inf	Inf	Inf	Inf	--	--	--	--	--	0	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	1.9633	3.8839	0.494502948
OC220302-SN0532	OC220302-SN0532	0.000899525	Inf*	1.12714	1.574146	1.16496	1.204837	1.099039	0.857753	Inf	--	--	--	--	--	0	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0.2764	3.3088	0.916465184
OC220302-SN0533	OC220302-SN0533	6.2115	1.65922	8.32483	9.47385	8.23536	Inf	9.30859	11.209	9.86709	--	--	--	--	--	3	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	3.4372	3.8202	0.100256531
OC220302-SN0534	OC220302-SN0534	0.00795245	Inf*	0.188027	0.17543	0.00305542	0.00665236	0.0049754	0.01384364	2.27102	--	--	--	--	--	0	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	2.7639	3.9801	0.305570212
OC220302-SN0535	OC220302-SN0535	0.00118334	Inf*	0.0121989	0.01306429	0.001141373	0.0014	0.00143689	0.0214555	0.00180862	--	--	--	--	--	0	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0.8156	3.9057	0.791176998
OC220302-SN0536	OC220302-SN0536	5.7117	Inf*	0.675342	0.705094	0.634798	0.910247	0.809397	0.581962	10.7211	--	--	--	--	--	0	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	3.1649	3.784	0.163609937
OC220302-SN0537	OC220302-SN0537	0.024652	Inf*	0.0360261	2.19735	0.0163986	0.20343	0.0192273	0.0159282	8.23907	--	--	0.0422554	3.05324	0.112012	0	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	3.157	4.0503	0.220551564
OC220302-SN0538	OC220302-SN0538	0.00113433	Inf*	0.00209302	23.2181	0.00147215	0.00251098	0.00199425	0.001401596	0.00313919	--	--	--	--	--	0	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	1.597	3.9292	0.59355594
OC220302-SN0539	OC220302-SN0539	0.277186	Inf	0.454633	0.43076	0.465777	0.42048	0.466465	0.536692	0.589959	--	--	0.765236	0.6791	3.86817	1	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	2.5046	3.8196	0.344276888
OC220302-SN0540	OC220302-SN0540	0.305746	0.645278	2.38235	2.69882	4.82271	3.54791	3.7143	3.6563	3.20208	--	--	--	--	--	3	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	2.8867	3.7253	0.225109387
OC220302-SN0541	OC220302-SN0541	3.09122	Inf*	3.95416	3.549834	0.0467505	Inf	0.183298	0.97141	Inf	--	--	--	--	--	0	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	3.1426	3.363	0.065536723
OC220302-SN0542	OC220302-SN0542	0.059159	Inf*	0.0597313	0.0861385	0.0359425	0.318593	0.0578873	0.0327484	Inf	--	--	0.146569	Inf	1.24729	0	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	3.5674	3.8552	0.074652418
OC220302-SN0543	OC220302-SN0543	3.39878	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	--	--	--	--	--	3	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	3.6099	3.7994	0.049876296
OC220302-SN0544	OC220302-SN0544	9.59493	11.79645	4.25902	4.55315	3.93215	7.076	3.22152	5.82002	2.88983	--	--	--	--	--	3	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	3.6955	3.841	0.03788076
OC220302-SN0545	OC220302-SN0545	Inf	Inf*	Inf	Inf*	Inf*	Inf*	Inf*	Inf*	Inf*	--	--	--	--	--	0	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	3.3072	3.8932	0.150518853
OC220302-SN0546	OC220302-SN0546	0.564953	Inf*	0.489658	0.579102	0.442636	Inf	1.97832	0.621867	Inf	--	--	0.702535	Inf	Inf	0	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	3.2565	3.3532	0.028838125
OC220302-SN0547	OC220302-SN0547	1.52649	1.71664	7.04381	7.05086	6.56853	6.05458	5.84376	9.012	7.13377	--	--	--	--	--	3	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	3.3604	3.3388	-0.00646939
OC220302-SN0548	OC220302-SN0548	0.600196	0.669484	3.24414	4.26754	3.63463	13.14	6.75244	4.86524	5.22996	--	--	--	--	--	3	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	3.511	3.5702	0.016581704
OC220302-SN0549	OC220302-SN0549	Inf	0.5177	Inf	Inf*	Inf*	Inf*	Inf*	Inf*	Inf*	--	--	--	--	--	3	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	3.7728	3.7883	0.004091545
OC220302-SN0551	OC220302-SN0551	0.184559	Inf*	0.398912	0.40406	0.443882	2.26696	0.482269	0.3976022	6.8841	--	--	--	--	--	0	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	3.4938	3.8938	0.102727413
OC220302-SN0553	OC220302-SN0553	Inf	Inf	Inf	Inf*	Inf*	Inf*	Inf*	Inf*	Inf*	--	--	--	--	--	3	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	3.8027	3.9188	0.029626416
OC220302-SN0554	OC220302-SN0554	0.00163209	Inf*	0.00979466	0.00789454	0.000856901	0.00136894	0.00129142	0.0126721	0.0014614	--	--	--	--	--	0	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	1.209	3.1866	0.620598757
OC220302-SN0556	OC220302-SN0556	0.00546194	Inf*	0.000876225	0.000840164	0.000896232	0.00016781	0.000958556	0.000783989	0.160391	--	--	--	--	--	0	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0.6552	3.9276	0.833180568
OC220302-SN0557	OC220302-SN0557	0.432395	0.333309	Inf	Inf	Inf	Inf	Inf	Inf	Inf	--	--	--	--	--	3	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	3.9796	3.8641	-0.029890531
OC220302-SN0558	OC220302-SN0558	0.00589585	Inf*	Inf	Inf	0.367704	Inf	0.38556	0.528178	Inf	--	--	--	--	--	0	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	4.0481	3.9151	-0.033971035
OC220302-SN0560	OC220302-SN0560	0.0312886	Inf*	0.542455	0.714422	0.741089	Inf	0.683675	0.673451	Inf	--	--	--	--	--	1	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	4.1443	4.0658	-0.019307393
OC220302-SN0561	OC220302-SN0561	1.54941	Inf	1.4274	1.32683	1.2394	1.770776	1.264659	1.03182	3.08481	--	--	--	--	--	1	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	4.116	3.9936	-0.030649038
OC220302-SN0564	OC220302-SN0564	0.00972824	Inf	0.00343854	0.00338105	0.00176337	0.00207144	0.00270497	0.00200198	0.247887	--	--	--	--	--	1	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	1.2072	3.5114	0.656205502
OC220302-SN0565	OC220302-SN0565	Inf	0.312242	Inf	Inf*	Inf*	Inf*	Inf*	Inf*	Inf*	--	--	--	--	--	3	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	4.0935	3.7396	-0.09463579
OC220302-SN0566	OC220302-SN0566	0.00889093	Inf	2.46006	2.119811	0.332376	0.367537	0.327595	0.409513	Inf	--	--	--	--	--	1	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	4.0091	3.7517	-0.068608897
OC220302-SN0567	OC220302-SN0567	0.870771	0.341046	5.42293	4.45815	5.43374	3.32601	3.44169	5.16604	5.04994	--	--	--	--	--	3	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	3.8982	3.7141	-0.049567863
OC220302-SN0568	OC220302-SN0568	3.65041	Inf	7.72736	5.43011	5.56167	4.03896	4.12518	3.83182	7.64429	--	--	--	--	--	3	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	4.1015	3.9167	-0.047182577
OC220302-SN0569	OC220302-SN0569	1.20938	0.764809	3.07623	4.68845	4.75286	3.43463	5.48726	3.53969	3.979	--	--	--	--	--	3	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	3.9654	3.7433	-0.059332674
OC220302-SN0570	OC220302-SN0570	0.010125	Inf*	0.0206799	0.0253568	0.01785	0.0165244	0.0187585	0.02826928	0.0141872	--	--	0.0162885	0.0127843	0.00872972	0	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	3.8468	3.785	-0.016327609
OC220302-SN0571	OC220302-SN0571	5.29203	1.34472	10.95405	6.51111	5.27065	5.94625	5.57146	5.02291	6.84685	--	--	--	--	--	3	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	4.0209	3.9913	-0.00741613
OC220302-SN0572	OC220302-SN0572	0.353436	Inf*	1.06727	1.44541	1.42437	0.806808	0.697903	1.307686	0.552801	--	--	--	--	--	0	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	3.6435	3.941	0.075488455
OC220302-SN0573	OC220302-SN0573	6.28007	Inf	Inf	Inf*	Inf*	Inf	Inf	Inf	Inf	--	--	--	--	--	3	2	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	3.9788	3.8761	-0.026495704
